filename,width,height,class,xmin,ymin,xmax,ymax
db2.jpg,2272,1704,object,58,1367,176,1565
db2.jpg,2272,1704,object,178,1380,303,1577
db2.jpg,2272,1704,object,1556,1252,1813,1370
db2.jpg,2272,1704,object,458,1390,634,1590
db2.jpg,2272,1704,object,1212,1529,1463,1660
db2.jpg,2272,1704,object,301,1387,451,1587
db2.jpg,2272,1704,object,1289,1144,1516,1235
db2.jpg,2272,1704,object,1597,451,1943,552
db2.jpg,2272,1704,object,994,1115,1118,1350
db2.jpg,2272,1704,object,755,782,916,1020
db2.jpg,2272,1704,object,511,534,656,675
db2.jpg,2272,1704,object,28,1095,166,1295
db2.jpg,2272,1704,object,337,730,546,1015
db2.jpg,2272,1704,object,1281,1239,1528,1347
db3.jpg,2272,1704,object,1916,1035,2106,1210
db3.jpg,2272,1704,object,41,692,348,842
db3.jpg,2272,1704,object,223,1250,353,1542
db3.jpg,2272,1704,object,1571,659,1703,849
db3.jpg,2272,1704,object,1411,666,1568,857
db3.jpg,2272,1704,object,1361,1017,1673,1205
db3.jpg,2272,1704,object,178,298,651,442
db3.jpg,2272,1704,object,1706,655,1906,857
db3.jpg,2272,1704,object,1105,1277,1296,1581
db3.jpg,2272,1704,object,1908,645,2086,857
db3.jpg,2272,1704,object,51,1247,213,1513
db3.jpg,2272,1704,object,1696,1077,1916,1210
db3.jpg,2272,1704,object,203,997,436,1162
db3.jpg,2272,1704,object,2086,553,2253,842
db3.jpg,2272,1704,object,365,1265,576,1554
db3.jpg,2272,1704,object,1710,1455,1906,1591
db3.jpg,2272,1704,object,1913,1457,2096,1593
db3.jpg,2272,1704,object,1383,1427,1538,1587
db3.jpg,2272,1704,object,1541,1450,1698,1591
db3.jpg,2272,1704,object,46,962,183,1165
db3.jpg,2272,1704,object,1733,1325,1911,1447
db3.jpg,2272,1704,object,1937,1332,2081,1451
db4.jpg,2272,1704,object,176,307,346,574
db4.jpg,2272,1704,object,1136,288,1304,560
db4.jpg,2272,1704,object,344,305,538,577
db4.jpg,2272,1704,object,433,665,606,940
db4.jpg,2272,1704,object,1790,725,1928,960
db4.jpg,2272,1704,object,969,657,1148,959
db4.jpg,2272,1704,object,1599,717,1783,952
db4.jpg,2272,1704,object,806,655,971,949
db4.jpg,2272,1704,object,1696,1076,1808,1287
db4.jpg,2272,1704,object,609,662,801,940
db4.jpg,2272,1704,object,1170,657,1368,954
db4.jpg,2272,1704,object,615,1022,768,1263
db4.jpg,2272,1704,object,458,1030,618,1252
db4.jpg,2272,1704,object,931,1057,1083,1280
db4.jpg,2272,1704,object,1946,450,2143,585
db4.jpg,2272,1704,object,1541,1095,1678,1290
db4.jpg,2272,1704,object,886,1375,1023,1552
db4.jpg,2272,1704,object,1033,1372,1189,1555
db4.jpg,2272,1704,object,1959,1075,2101,1287
db4.jpg,2272,1704,object,2006,1376,2253,1455
db4.jpg,2272,1704,object,2098,780,2233,970
db4.jpg,2272,1704,object,1756,452,1941,585
db4.jpg,2272,1704,object,1765,20,1961,172
db4.jpg,2272,1704,object,1408,17,1701,162
db4.jpg,2272,1704,object,1988,22,2248,165
db4.jpg,2272,1704,object,2113,1075,2268,1292
db4.jpg,2272,1704,object,159,10,336,173
db4.jpg,2272,1704,object,1836,1075,1953,1290
db4.jpg,2272,1704,object,285,1022,448,1243
db4.jpg,2272,1704,object,1401,431,1554,575
db4.jpg,2272,1704,object,12,308,178,570
db4.jpg,2272,1704,object,1201,1378,1350,1575
db4.jpg,2272,1704,object,1086,1077,1216,1280
db4.jpg,2272,1704,object,754,1370,873,1540
db4.jpg,2272,1704,object,1421,1375,1698,1455
db4.jpg,2272,1704,object,1396,1117,1523,1287
db4.jpg,2272,1704,object,1938,732,2091,967
db4.jpg,2272,1704,object,1233,1082,1371,1290
db4.jpg,2272,1704,object,1576,438,1721,582
db4.jpg,2272,1704,object,1,1007,111,1237
db4.jpg,2272,1704,object,118,1022,273,1255
db4.jpg,2272,1704,object,773,1050,923,1275
db4.jpg,2272,1704,object,1946,325,2136,455
db4.jpg,2272,1704,object,1753,330,1943,447
db4.jpg,2272,1704,object,3,1,133,187
db4.jpg,2272,1704,object,2018,1491,2271,1582
db4.jpg,2272,1704,object,1730,1469,1998,1582
db4.jpg,2272,1704,object,190,1342,386,1521
db4.jpg,2272,1704,object,1739,1371,1981,1457
db4.jpg,2272,1704,object,46,1315,176,1501
db4.jpg,2272,1704,object,1421,1459,1716,1577
db4.jpg,2272,1704,object,93,685,271,923
db4.jpg,2272,1704,object,269,700,431,924
db5.jpg,2272,1704,object,241,10,456,265
db5.jpg,2272,1704,object,1469,808,1613,997
db5.jpg,2272,1704,object,1323,780,1448,997
db5.jpg,2272,1704,object,1367,115,1479,252
db5.jpg,2272,1704,object,75,22,229,260
db5.jpg,2272,1704,object,711,755,866,967
db5.jpg,2272,1704,object,1750,779,1873,992
db5.jpg,2272,1704,object,1921,1175,2172,1283
db5.jpg,2272,1704,object,1720,144,1880,272
db5.jpg,2272,1704,object,1661,1175,1916,1278
db5.jpg,2272,1704,object,1904,146,2056,261
db5.jpg,2272,1704,object,2160,521,2270,664
db5.jpg,2272,1704,object,2046,887,2231,995
db5.jpg,2272,1704,object,1918,1084,2159,1175
db5.jpg,2272,1704,object,1602,1364,1721,1537
db5.jpg,2272,1704,object,1464,1366,1581,1525
db5.jpg,2272,1704,object,1340,1396,1455,1532
db5.jpg,2272,1704,object,2037,762,2222,870
db5.jpg,2272,1704,object,23,737,196,957
db5.jpg,2272,1704,object,1361,1077,1629,1181
db5.jpg,2272,1704,object,1196,1345,1328,1530
db5.jpg,2272,1704,object,1066,1347,1201,1515
db5.jpg,2272,1704,object,1166,747,1313,974
db5.jpg,2272,1704,object,143,1090,326,1221
db5.jpg,2272,1704,object,1659,1082,1898,1167
db5.jpg,2272,1704,object,1537,137,1663,260
db5.jpg,2272,1704,object,2018,511,2167,686
db5.jpg,2272,1704,object,1556,397,1713,659
db5.jpg,2272,1704,object,1706,395,1873,660
db5.jpg,2272,1704,object,908,365,1092,645
db5.jpg,2272,1704,object,956,1072,1123,1267
db5.jpg,2272,1704,object,1108,389,1281,652
db5.jpg,2272,1704,object,513,368,717,635
db5.jpg,2272,1704,object,1616,781,1748,990
db5.jpg,2272,1704,object,726,354,887,645
db5.jpg,2272,1704,object,338,360,513,637
db5.jpg,2272,1704,object,676,1071,830,1250
db5.jpg,2272,1704,object,832,1084,953,1270
db5.jpg,2272,1704,object,864,740,1011,960
db5.jpg,2272,1704,object,1040,747,1166,971
db5.jpg,2272,1704,object,1873,509,2011,649
db5.jpg,2272,1704,object,528,740,688,967
db5.jpg,2272,1704,object,1355,1171,1623,1275
db5.jpg,2272,1704,object,13,355,198,637
db5.jpg,2272,1704,object,1875,772,2036,1012
db5.jpg,2272,1704,object,212,365,348,629
db5.jpg,2272,1704,object,198,750,377,952
db5.jpg,2272,1704,object,1128,1062,1293,1269
db5.jpg,2272,1704,object,373,748,537,970
db6.jpg,2272,1704,object,1143,134,1681,292
db6.jpg,2272,1704,object,1200,905,1409,1094
db6.jpg,2272,1704,object,1158,1262,1338,1572
db6.jpg,2272,1704,object,343,1267,546,1560
db6.jpg,2272,1704,object,113,1268,333,1567
db6.jpg,2272,1704,object,721,914,845,1177
db6.jpg,2272,1704,object,1014,897,1154,1159
db6.jpg,2272,1704,object,995,617,1190,765
db6.jpg,2272,1704,object,652,594,812,767
db6.jpg,2272,1704,object,183,881,348,1160
db6.jpg,2272,1704,object,161,105,333,307
db6.jpg,2272,1704,object,2135,139,2252,257
db6.jpg,2272,1704,object,1333,1265,1531,1582
db6.jpg,2272,1704,object,963,1260,1153,1582
db6.jpg,2272,1704,object,346,157,498,317
db6.jpg,2272,1704,object,516,165,708,310
db6.jpg,2272,1704,object,713,187,1053,300
db6.jpg,2272,1704,object,812,582,962,762
db6.jpg,2272,1704,object,452,582,619,770
db6.jpg,2272,1704,object,269,587,447,762
db6.jpg,2272,1704,object,152,605,262,767
db6.jpg,2272,1704,object,12,432,262,582
db7.jpg,2272,1704,object,1814,1497,1986,1702
db7.jpg,2272,1704,object,679,1527,878,1698
db7.jpg,2272,1704,object,2136,1507,2268,1702
db7.jpg,2272,1704,object,1103,1537,1311,1704
db7.jpg,2272,1704,object,1987,1505,2131,1699
db7.jpg,2272,1704,object,137,1500,391,1700
db7.jpg,2272,1704,object,1318,1537,1488,1704
db7.jpg,2272,1704,object,496,1520,692,1702
db7.jpg,2272,1704,object,746,27,903,220
db7.jpg,2272,1704,object,1,1490,132,1694
db7.jpg,2272,1704,object,1652,1525,1803,1704
db7.jpg,2272,1704,object,181,20,366,200
db7.jpg,2272,1704,object,358,27,513,237
db7.jpg,2272,1704,object,1941,1134,2074,1416
db7.jpg,2272,1704,object,2021,725,2271,1020
db7.jpg,2272,1704,object,196,1142,383,1367
db7.jpg,2272,1704,object,27,27,174,222
db7.jpg,2272,1704,object,904,1520,1098,1696
db7.jpg,2272,1704,object,91,400,318,637
db7.jpg,2272,1704,object,1492,1520,1648,1702
db7.jpg,2272,1704,object,557,53,736,230
db7.jpg,2272,1704,object,1120,365,1334,613
db7.jpg,2272,1704,object,2101,1154,2278,1349
db7.jpg,2272,1704,object,1358,1169,1499,1427
db7.jpg,2272,1704,object,1752,1142,1905,1418
db7.jpg,2272,1704,object,1165,1166,1301,1408
db7.jpg,2272,1704,object,276,735,533,1042
db7.jpg,2272,1704,object,1094,695,1276,1032
db7.jpg,2272,1704,object,1268,720,1461,1032
db7.jpg,2272,1704,object,1535,1162,1697,1405
db7.jpg,2272,1704,object,66,737,276,1056
db7.jpg,2272,1704,object,899,22,1136,227
db7.jpg,2272,1704,object,393,1150,711,1420
db7.jpg,2272,1704,object,937,1218,1129,1403
db7.jpg,2272,1704,object,603,365,838,625
db7.jpg,2272,1704,object,883,732,1098,1042
db7.jpg,2272,1704,object,901,322,1123,605
db8.jpg,2272,1704,object,1238,4,1436,270
db8.jpg,2272,1704,object,1,12,146,292
db8.jpg,2272,1704,object,108,1416,221,1615
db8.jpg,2272,1704,object,811,17,1061,280
db8.jpg,2272,1704,object,1107,1123,1246,1347
db8.jpg,2272,1704,object,2071,793,2236,1070
db8.jpg,2272,1704,object,1982,1117,2161,1310
db8.jpg,2272,1704,object,2093,384,2268,694
db8.jpg,2272,1704,object,175,422,328,703
db8.jpg,2272,1704,object,1989,1413,2138,1587
db8.jpg,2272,1704,object,481,1500,626,1595
db8.jpg,2272,1704,object,2134,1403,2248,1582
db8.jpg,2272,1704,object,9,1386,95,1609
db8.jpg,2272,1704,object,153,15,426,297
db8.jpg,2272,1704,object,2078,20,2248,282
db8.jpg,2272,1704,object,3,1122,151,1320
db8.jpg,2272,1704,object,218,1412,346,1595
db8.jpg,2272,1704,object,1841,1412,1998,1580
db8.jpg,2272,1704,object,371,1425,481,1627
db8.jpg,2272,1704,object,436,1415,591,1490
db8.jpg,2272,1704,object,892,1157,1101,1342
db8.jpg,2272,1704,object,655,1465,746,1585
db8.jpg,2272,1704,object,1932,802,2083,1042
db8.jpg,2272,1704,object,875,410,1083,698
db8.jpg,2272,1704,object,1433,798,1601,1050
db8.jpg,2272,1704,object,156,1143,277,1326
db8.jpg,2272,1704,object,626,808,812,1062
db8.jpg,2272,1704,object,383,406,566,699
db8.jpg,2272,1704,object,1631,813,1778,1045
db8.jpg,2272,1704,object,836,791,1058,1057
db8.jpg,2272,1704,object,1882,394,2051,678
db8.jpg,2272,1704,object,411,802,636,1050
db8.jpg,2272,1704,object,1053,793,1235,1065
db8.jpg,2272,1704,object,1089,380,1268,698
db8.jpg,2272,1704,object,1243,794,1420,1045
db8.jpg,2272,1704,object,1700,410,1856,672
db8.jpg,2272,1704,object,1792,813,1946,1042
db8.jpg,2272,1704,object,1280,380,1471,701
db8.jpg,2272,1704,object,737,1146,866,1327
db8.jpg,2272,1704,object,93,791,302,1037
db8.jpg,2272,1704,object,1688,1130,1823,1325
db8.jpg,2272,1704,object,601,1148,727,1330
db8.jpg,2272,1704,object,1516,1130,1706,1325
db8.jpg,2272,1704,object,1816,1114,1993,1322
db8.jpg,2272,1704,object,1056,10,1231,282
db8.jpg,2272,1704,object,1487,377,1671,706
db8.jpg,2272,1704,object,466,1142,577,1324
db8.jpg,2272,1704,object,318,1133,434,1317
db9.jpg,2272,1704,object,1556,1612,1700,1704
db9.jpg,2272,1704,object,2032,1563,2144,1714
db9.jpg,2272,1704,object,648,732,893,857
db9.jpg,2272,1704,object,934,280,1096,505
db9.jpg,2272,1704,object,1111,322,1218,497
db9.jpg,2272,1704,object,1414,410,1618,495
db9.jpg,2272,1704,object,968,587,1168,712
db9.jpg,2272,1704,object,1181,1580,1313,1704
db9.jpg,2272,1704,object,1873,1577,2024,1704
db9.jpg,2272,1704,object,378,1582,621,1704
db9.jpg,2272,1704,object,1732,1268,1837,1488
db9.jpg,2272,1704,object,896,1585,1015,1699
db9.jpg,2272,1704,object,403,580,676,700
db9.jpg,2272,1704,object,716,587,916,700
db9.jpg,2272,1704,object,934,975,1077,1162
db9.jpg,2272,1704,object,1726,1600,1875,1704
db9.jpg,2272,1704,object,1297,712,1541,836
db9.jpg,2272,1704,object,1231,337,1380,491
db9.jpg,2272,1704,object,815,950,929,1091
db9.jpg,2272,1704,object,887,1263,1033,1461
db9.jpg,2272,1704,object,1743,373,2050,507
db9.jpg,2272,1704,object,1070,1255,1230,1471
db9.jpg,2272,1704,object,1585,1284,1709,1483
db9.jpg,2272,1704,object,315,962,452,1121
db9.jpg,2272,1704,object,637,963,787,1120
db9.jpg,2272,1704,object,1777,981,1883,1128
db9.jpg,2272,1704,object,1863,1268,1971,1457
db9.jpg,2272,1704,object,487,960,597,1122
db9.jpg,2272,1704,object,346,1295,569,1467
db9.jpg,2272,1704,object,1609,973,1738,1142
db9.jpg,2272,1704,object,378,241,717,479
db9.jpg,2272,1704,object,1586,703,1711,852
db9.jpg,2272,1704,object,1372,994,1550,1163
db9.jpg,2272,1704,object,366,713,591,862
db9.jpg,2272,1704,object,977,725,1216,865
db9.jpg,2272,1704,object,673,1287,863,1479
db10.jpg,2272,1704,object,2158,919,2272,1160
db10.jpg,2272,1704,object,918,299,1087,510
db10.jpg,2272,1704,object,1823,1228,1958,1442
db10.jpg,2272,1704,object,1963,1232,2101,1435
db10.jpg,2272,1704,object,2098,1230,2249,1437
db10.jpg,2272,1704,object,1876,923,1998,1157
db10.jpg,2272,1704,object,1336,1239,1502,1452
db10.jpg,2272,1704,object,1363,1537,1487,1694
db10.jpg,2272,1704,object,1125,1530,1234,1703
db10.jpg,2272,1704,object,992,1529,1103,1687
db10.jpg,2272,1704,object,1253,1532,1363,1692
db10.jpg,2272,1704,object,1993,1528,2154,1692
db10.jpg,2272,1704,object,1522,1551,1671,1704
db10.jpg,2272,1704,object,1517,1239,1667,1448
db10.jpg,2272,1704,object,1678,1232,1818,1448
db10.jpg,2272,1704,object,379,1512,489,1692
db10.jpg,2272,1704,object,849,1528,982,1695
db10.jpg,2272,1704,object,2163,1529,2279,1695
db10.jpg,2272,1704,object,500,1515,591,1703
db10.jpg,2272,1704,object,1736,283,1925,515
db10.jpg,2272,1704,object,900,14,1027,190
db10.jpg,2272,1704,object,1034,6,1169,194
db10.jpg,2272,1704,object,865,592,1043,848
db10.jpg,2272,1704,object,574,23,887,181
db10.jpg,2272,1704,object,440,1221,591,1403
db10.jpg,2272,1704,object,1608,58,1741,188
db10.jpg,2272,1704,object,1176,59,1303,185
db10.jpg,2272,1704,object,1570,278,1745,499
db10.jpg,2272,1704,object,782,265,920,430
db10.jpg,2272,1704,object,1708,583,1840,832
db10.jpg,2272,1704,object,1734,930,1867,1155
db10.jpg,2272,1704,object,1054,581,1231,845
db10.jpg,2272,1704,object,1843,585,2016,839
db10.jpg,2272,1704,object,1514,595,1708,841
db10.jpg,2272,1704,object,889,1234,1038,1448
db10.jpg,2272,1704,object,618,630,853,848
db10.jpg,2272,1704,object,687,1234,878,1438
db10.jpg,2272,1704,object,2000,912,2156,1154
db10.jpg,2272,1704,object,1147,1237,1323,1446
db10.jpg,2272,1704,object,363,930,628,1145
db10.jpg,2272,1704,object,238,312,416,492
db10.jpg,2272,1704,object,1516,932,1723,1154
db10.jpg,2272,1704,object,307,635,549,848
db10.jpg,2272,1704,object,1160,923,1333,1163
db10.jpg,2272,1704,object,427,305,556,491
db10.jpg,2272,1704,object,1338,332,1491,515
db10.jpg,2272,1704,object,1309,47,1546,178
db10.jpg,2272,1704,object,287,35,566,186
db10.jpg,2272,1704,object,576,275,774,499
db11.jpg,2272,1704,object,380,1000,483,1190
db11.jpg,2272,1704,object,1971,1018,2131,1183
db11.jpg,2272,1704,object,1326,722,1476,930
db11.jpg,2272,1704,object,849,37,1014,299
db11.jpg,2272,1704,object,1027,43,1225,303
db11.jpg,2272,1704,object,1666,728,1811,928
db11.jpg,2272,1704,object,1869,27,2034,303
db11.jpg,2272,1704,object,963,1003,1094,1197
db11.jpg,2272,1704,object,1246,1278,1363,1445
db11.jpg,2272,1704,object,599,101,823,306
db11.jpg,2272,1704,object,1105,1005,1222,1195
db11.jpg,2272,1704,object,1544,463,1718,632
db11.jpg,2272,1704,object,693,693,842,930
db11.jpg,2272,1704,object,1163,386,1316,651
db11.jpg,2272,1704,object,867,712,1011,930
db11.jpg,2272,1704,object,1152,723,1303,925
db11.jpg,2272,1704,object,1725,22,1863,294
db11.jpg,2272,1704,object,374,476,597,618
db11.jpg,2272,1704,object,1731,412,1860,641
db11.jpg,2272,1704,object,1223,1004,1362,1194
db11.jpg,2272,1704,object,1505,1016,1660,1190
db11.jpg,2272,1704,object,2102,745,2242,926
db11.jpg,2272,1704,object,1510,32,1720,297
db11.jpg,2272,1704,object,1698,1265,1858,1360
db11.jpg,2272,1704,object,885,395,1009,639
db11.jpg,2272,1704,object,727,1014,838,1190
db11.jpg,2272,1704,object,607,1001,720,1195
db11.jpg,2272,1704,object,543,1328,647,1441
db11.jpg,2272,1704,object,660,1263,778,1359
db11.jpg,2272,1704,object,795,1274,893,1441
db11.jpg,2272,1704,object,1029,1315,1126,1466
db11.jpg,2272,1704,object,904,1281,1007,1449
db11.jpg,2272,1704,object,1507,733,1645,932
db11.jpg,2272,1704,object,2167,411,2272,635
db11.jpg,2272,1704,object,2133,1021,2242,1179
db11.jpg,2272,1704,object,1875,424,2009,646
db11.jpg,2272,1704,object,443,698,569,901
db11.jpg,2272,1704,object,1122,1357,1233,1446
db11.jpg,2272,1704,object,842,1009,962,1199
db11.jpg,2272,1704,object,494,1002,587,1183
db11.jpg,2272,1704,object,665,1365,765,1437
db11.jpg,2272,1704,object,1367,1011,1476,1197
db11.jpg,2272,1704,object,268,127,522,317
db11.jpg,2272,1704,object,2013,386,2162,641
db11.jpg,2272,1704,object,429,1270,533,1446
db11.jpg,2272,1704,object,1825,731,1960,935
db11.jpg,2272,1704,object,1960,740,2085,919
db12.jpg,2272,1704,object,5,1371,123,1697
db12.jpg,2272,1704,object,1951,1342,2115,1662
db12.jpg,2272,1704,object,6,997,211,1277
db12.jpg,2272,1704,object,8,575,128,892
db12.jpg,2272,1704,object,1,195,121,447
db12.jpg,2272,1704,object,1337,993,1541,1267
db12.jpg,2272,1704,object,1085,992,1323,1270
db12.jpg,2272,1704,object,1311,585,1531,915
db12.jpg,2272,1704,object,1539,554,1713,927
db12.jpg,2272,1704,object,261,982,593,1277
db12.jpg,2272,1704,object,376,537,628,912
db12.jpg,2272,1704,object,604,1005,801,1272
db12.jpg,2272,1704,object,804,993,1028,1272
db12.jpg,2272,1704,object,1760,1002,1946,1245
db12.jpg,2272,1704,object,1051,590,1306,915
db12.jpg,2272,1704,object,1940,592,2175,910
db12.jpg,2272,1704,object,136,565,368,887
db12.jpg,2272,1704,object,106,227,408,445
db12.jpg,2272,1704,object,1748,1345,1943,1677
db12.jpg,2272,1704,object,130,1379,363,1697
db12.jpg,2272,1704,object,369,1415,581,1704
db12.jpg,2272,1704,object,581,1417,776,1704
db12.jpg,2272,1704,object,951,1365,1166,1695
db12.jpg,2272,1704,object,1171,1370,1338,1697
db12.jpg,2272,1704,object,782,1393,943,1704
db12.jpg,2272,1704,object,1348,1362,1521,1704
db12.jpg,2272,1704,object,1723,557,1926,925
db12.jpg,2272,1704,object,1228,222,1591,490
db12.jpg,2272,1704,object,1550,997,1753,1252
db12.jpg,2272,1704,object,1953,1001,2156,1242
db12.jpg,2272,1704,object,1533,1370,1736,1690
db12.jpg,2272,1704,object,633,575,901,917
db13.jpg,2272,1704,object,1516,1065,1703,1355
db13.jpg,2272,1704,object,1356,1077,1511,1370
db13.jpg,2272,1704,object,1155,1077,1353,1370
db13.jpg,2272,1704,object,988,1087,1146,1387
db13.jpg,2272,1704,object,383,1122,608,1425
db13.jpg,2272,1704,object,623,1117,786,1407
db13.jpg,2272,1704,object,178,1142,368,1430
db13.jpg,2272,1704,object,1718,1052,1863,1345
db13.jpg,2272,1704,object,1,1146,176,1435
db13.jpg,2272,1704,object,798,1100,978,1395
db13.jpg,2272,1704,object,1881,1040,2046,1325
db13.jpg,2272,1704,object,1331,1457,1493,1687
db13.jpg,2272,1704,object,263,1517,426,1702
db13.jpg,2272,1704,object,428,1515,625,1704
db13.jpg,2272,1704,object,648,1487,815,1704
db13.jpg,2272,1704,object,821,1472,965,1704
db13.jpg,2272,1704,object,968,1475,1154,1704
db13.jpg,2272,1704,object,1153,1467,1331,1697
db13.jpg,2272,1704,object,1493,1437,1696,1697
db13.jpg,2272,1704,object,1701,1412,1856,1655
db13.jpg,2272,1704,object,1871,1412,2048,1650
db13.jpg,2272,1704,object,1893,632,2103,947
db13.jpg,2272,1704,object,37,1517,261,1704
db13.jpg,2272,1704,object,1693,642,1866,962
db13.jpg,2272,1704,object,721,687,896,1010
db13.jpg,2272,1704,object,1304,650,1496,987
db13.jpg,2272,1704,object,7,1,261,222
db13.jpg,2272,1704,object,1506,642,1673,977
db13.jpg,2272,1704,object,268,1,531,220
db13.jpg,2272,1704,object,543,1,826,210
db13.jpg,2272,1704,object,983,1,1241,192
db13.jpg,2272,1704,object,1261,1,1516,190
db13.jpg,2272,1704,object,1523,1,1726,182
db13.jpg,2272,1704,object,1738,1,1916,180
db13.jpg,2272,1704,object,173,292,511,627
db13.jpg,2272,1704,object,516,297,728,610
db13.jpg,2272,1704,object,741,272,981,600
db13.jpg,2272,1704,object,1926,1,2143,182
db13.jpg,2272,1704,object,1254,265,1466,575
db13.jpg,2272,1704,object,1111,665,1303,995
db13.jpg,2272,1704,object,1021,280,1243,587
db13.jpg,2272,1704,object,553,695,716,1027
db13.jpg,2272,1704,object,326,702,548,1050
db13.jpg,2272,1704,object,98,700,326,1050
db13.jpg,2272,1704,object,908,662,1101,1005
db13.jpg,2272,1704,object,1885,270,2108,545
db13.jpg,2272,1704,object,1675,268,1873,560
db13.jpg,2272,1704,object,1486,270,1668,567
db13.jpg,2272,1704,object,1,730,98,1047
db14.jpg,2272,1704,object,1999,832,2158,1064
db14.jpg,2272,1704,object,1148,1222,1325,1404
db14.jpg,2272,1704,object,945,890,1101,1125
db14.jpg,2272,1704,object,1878,1,2113,352
db14.jpg,2272,1704,object,183,67,401,420
db14.jpg,2272,1704,object,283,1225,488,1465
db14.jpg,2272,1704,object,852,1227,1001,1425
db14.jpg,2272,1704,object,161,928,353,1162
db14.jpg,2272,1704,object,1,935,166,1182
db14.jpg,2272,1704,object,1841,837,1981,1082
db14.jpg,2272,1704,object,3,1595,88,1704
db14.jpg,2272,1704,object,1965,1135,2133,1350
db14.jpg,2272,1704,object,1330,1246,1464,1392
db14.jpg,2272,1704,object,283,1532,518,1704
db14.jpg,2272,1704,object,1007,1220,1148,1413
db14.jpg,2272,1704,object,494,1245,653,1463
db14.jpg,2272,1704,object,1811,1225,1962,1354
db14.jpg,2272,1704,object,1,62,183,445
db14.jpg,2272,1704,object,2077,12,2272,342
db14.jpg,2272,1704,object,98,1590,273,1704
db14.jpg,2272,1704,object,358,923,546,1160
db14.jpg,2272,1704,object,2050,445,2241,716
db14.jpg,2272,1704,object,728,911,941,1135
db14.jpg,2272,1704,object,1100,860,1278,1123
db14.jpg,2272,1704,object,61,517,276,840
db14.jpg,2272,1704,object,669,1217,841,1448
db14.jpg,2272,1704,object,1303,472,1503,760
db14.jpg,2272,1704,object,1456,857,1638,1087
